asm_acc	year	geo	source	organism	phenotypes	genotypes	n_genes
GCA_019927855.1	2018	USA	blood	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Susceptible;cefazolin=Susceptible;cefepime=Susceptible;cefotaxime=Susceptible;cefotetan=Susceptible;cefoxitin=Resistant;cefpodoxime=Susceptible;ceftazidime=Susceptible;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Intermediate;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Susceptible;tetracycline=Resistant;tigecycline=Resistant;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:ramR_T162I;blaSHV;emrD;fosA;oqxA;oqxB6	6
GCA_019927885.1	2018	USA	urine	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Intermediate;ertapenem=Susceptible;gentamicin=Resistant;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Susceptible;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Susceptible;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	aac(3)-IIe;aac(6')-Ib-cr5;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaOXA;blaSHV;blaTEM;catB3;dfrA14;dfrA50;emrD;fosA;oqxA;oqxB19;qnrB1;sul2;tet(A)	18
GCA_019927905.1	2018	USA	urine	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Intermediate;cefpodoxime=Resistant;ceftazidime=Intermediate;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;moxifloxacin=Resistant;nalidixic acid=Resistant;nitrofurantoin=Intermediate;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Intermediate;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87A;POINT:gyrA_S83Y;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib-cr5;aadA16;arr;blaCTX-M;blaKPC;blaSHV;blaTEM;catA2;dfrA27;dfrA50;emrD;floR;fosA;oqxA;oqxB20;sul1;tet(A);tet(D)	22
GCA_019927925.1	2017	USA	blood	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Intermediate;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Resistant;ceftazidime=Intermediate;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Susceptible;nalidixic acid=Susceptible;nitrofurantoin=Resistant;piperacillin-tazobactam=Susceptible;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	aac(6')-Ib-cr5;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaOXA;blaSHV;blaTEM;catB3;dfrA14;emrD;fosA;oqxA;oqxB32;sul2;tet(A)	15
GCA_019927945.1	2017	Germany	urine	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Intermediate;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Susceptible;levofloxacin=Resistant;meropenem=Resistant;moxifloxacin=Resistant;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Resistant;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:parC_S80I;aac(3)-IIe;aac(6')-Ib-cr5;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaOXA;blaSHV;blaTEM;catB3;dfrA14;emrD;fosA;oqxA;oqxB;qnrB1;sul2;tet(A)	19
GCA_019927965.1	2016	Jordan	not collected	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Susceptible;nalidixic acid=Susceptible;nitrofurantoin=Resistant;piperacillin-tazobactam=Susceptible;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Resistant	aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaSHV;blaTEM;dfrA14;emrD;fosA;oqxA;oqxB20;qnrB1;sul2	12
GCA_019927985.1	2016	Jordan	not collected	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Resistant;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Intermediate;nalidixic acid=Susceptible;nitrofurantoin=Resistant;piperacillin-tazobactam=Susceptible;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Intermediate;trimethoprim-sulfamethoxazole=Resistant	aac(3)-IIe;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaSHV;blaTEM;dfrA14;emrD;fosA;oqxA;oqxB19;qnrB1;sul2;tet(D)	14
GCA_019928005.1	2016	Jordan	not collected	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Resistant;cefoxitin=Resistant;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Resistant;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Resistant;ertapenem=Resistant;gentamicin=Intermediate;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;moxifloxacin=Resistant;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Resistant;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK36_T136TDT;POINT:parC_S80I;aac(6')-Ib;aadA2;arr;blaCTX-M;blaNDM;blaOXA;blaSHV;ble;catA2;catB;dfrA12;emrD;fosA;oqxA;oqxB;qnrB1;rmtF;sul1	21
GCA_019928025.1	2014	Jordan	not collected	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Resistant;ertapenem=Susceptible;gentamicin=Resistant;imipenem=Susceptible;levofloxacin=Resistant;meropenem=Susceptible;moxifloxacin=Resistant;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83Y;POINT:ompK35_G208VfsTer5;aac(6')-Ib;ant(2'')-Ia;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaSHV;blaTEM;cmlA5;dfrA7;emrD;fosA;oqxA;oqxB;qnrS1;sul1;sul2	18
GCA_019928045.1	2016	Jordan	not collected	Klebsiella pneumoniae	amikacin=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Resistant;cefoxitin=Resistant;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Resistant;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Resistant;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;moxifloxacin=Resistant;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Resistant;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Susceptible	aac(6')-Ib;aadA1;aph(3'')-Ib;aph(3')-VI;blaCTX-M;blaNDM;blaOXA;blaSHV;blaTEM;ble;emrD;fosA;oqxA;oqxB19;qnrS	15
GCA_019928065.1	2014	Jordan	not collected	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Susceptible;aztreonam=Susceptible;cefazolin=Susceptible;cefepime=Susceptible;cefotaxime=Susceptible;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Susceptible;ceftazidime=Susceptible;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;cefuroxime=Susceptible;cephalothin=Susceptible;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Susceptible;nalidixic acid=Susceptible;nitrofurantoin=Resistant;piperacillin-tazobactam=Susceptible;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	blaSHV;emrD;oqxA;oqxB19	4
GCA_019928075.1	2014	Jordan	not collected	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Resistant;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Intermediate;ertapenem=Resistant;gentamicin=Resistant;imipenem=Intermediate;levofloxacin=Susceptible;meropenem=Resistant;moxifloxacin=Susceptible;nalidixic acid=Susceptible;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	aac(3)-IIe;aac(6')-Ib-cr5;aac(6')-Il;aadA1;ant(2'')-Ia;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaOXA;blaSHV;blaVIM;catB3;dfrA1;dfrA14;emrD;fosA;mcr-9.1;oqxA;oqxB;qnrB1;sul1	21
GCA_019928105.1	2017	Thailand	rectal	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Resistant;cefoxitin=Resistant;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Resistant;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Resistant;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;moxifloxacin=Resistant;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87N;POINT:gyrA_S83F;POINT:ompK35_Q273Ter;POINT:ompK36_D135DD;POINT:parC_E84K;aac(6')-Ib;aadA1;aadA2;blaCTX-M;blaNDM;blaOXA;blaSHV;blaTEM;ble;dfrA12;emrD;fosA;mcr-1.1;oqxA;oqxB32;sul1;tet(B)	22
GCA_019928115.1	2017	USA	urine	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Intermediate;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Resistant;ceftazidime=Susceptible;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Susceptible;nalidixic acid=Susceptible;nitrofurantoin=Intermediate;piperacillin-tazobactam=Susceptible;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	aac(6')-Ib-cr5;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaOXA;blaSHV;blaTEM;catB3;dfrA14;dfrA50;emrD;fosA;oqxA;oqxB;qnrB1;sul2;tet(A)	17
GCA_019928145.1	2017	USA	urine	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Intermediate;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Resistant;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Susceptible;nalidixic acid=Susceptible;nitrofurantoin=Resistant;piperacillin-tazobactam=Susceptible;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:ompK35_E132K;aac(3)-IIe;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaSHV;blaTEM;dfrA14;emrD;fosA;oqxA;oqxB25;qnrB1;sul2;tet(A)	15
GCA_019928165.1	2017	USA	urine	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Susceptible;cefazolin=Susceptible;cefepime=Susceptible;cefotaxime=Susceptible;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Susceptible;ceftazidime=Susceptible;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;cefuroxime=Susceptible;cephalothin=Susceptible;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Susceptible;nalidixic acid=Susceptible;nitrofurantoin=Intermediate;piperacillin-tazobactam=Susceptible;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:ompK35_E132K;aph(3'')-Ib;aph(6)-Id;blaSHV;blaTEM;emrD;fosA;oqxA;oqxB;tet(D)	10
GCA_019928185.1	2013	Israel	blood	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Resistant;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Susceptible;levofloxacin=Resistant;meropenem=Resistant;moxifloxacin=Resistant;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Intermediate;tobramycin=Intermediate;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:mgrB_C16Ter;POINT:parC_S80I;aac(3)-IIe;aac(6')-Ib-cr5;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(3')-VIb;aph(6)-Id;blaCTX-M;blaOXA;blaSHV;catA2;catB3;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;qnrS1;sul1;sul2	25
GCA_019928205.1	2016	USA	urine	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Resistant;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Resistant;ertapenem=Susceptible;gentamicin=Resistant;imipenem=Susceptible;levofloxacin=Resistant;meropenem=Susceptible;moxifloxacin=Resistant;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Intermediate;tetracycline=Resistant;tigecycline=Intermediate;tobramycin=Intermediate;trimethoprim-sulfamethoxazole=Resistant	POINT:ramR_S29PfsTer42;aac(3)-IIe;aac(6')-Ib-cr5;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaOXA;blaSHV;blaTEM;catB3;dfrA14;emrD;fosA;oqxA;oqxB19;qnrB;sul2;tet(A)	18
GCA_019928215.1	2013	Israel	blood	Klebsiella pneumoniae	amikacin=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Resistant;cefoxitin=Resistant;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Resistant;ertapenem=Resistant;gentamicin=Intermediate;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;moxifloxacin=Resistant;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Intermediate;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(6')-Ib;aadA2;aph(3')-Ia;blaKPC;blaSHV;blaTEM;catA1;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	19
GCA_019928245.1	2016	USA	urine	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Intermediate;ertapenem=Susceptible;gentamicin=Resistant;imipenem=Susceptible;levofloxacin=Intermediate;meropenem=Susceptible;moxifloxacin=Intermediate;nalidixic acid=Resistant;nitrofurantoin=Susceptible;piperacillin-tazobactam=Intermediate;tetracycline=Resistant;tigecycline=Resistant;tobramycin=Intermediate;trimethoprim-sulfamethoxazole=Resistant	aac(3)-IIe;aac(6')-Ib-cr5;aph(3'')-Ib;aph(6)-Id;blaOXA;blaSHV;blaTEM;catB3;dfrA14;emrD;fosA;oqxA;oqxB19;qnrB1;sul2;tet(A)	16
GCA_019928265.1	2016	USA	fluid	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Susceptible;cefazolin=Susceptible;cefepime=Susceptible;cefotaxime=Susceptible;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Susceptible;ceftazidime=Susceptible;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;cefuroxime=Intermediate;cephalothin=Resistant;ciprofloxacin=Resistant;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Intermediate;meropenem=Susceptible;moxifloxacin=Resistant;nalidixic acid=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87Y;aadA1;aph(3'')-Ib;aph(6)-Id;blaSHV;blaTEM;dfrA1;emrD;fosA;mcr-8.1;mph(B);oqxA;oqxB19;rdmCL;sul1;sul2	16
GCA_019928285.1	2016	USA	urine	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Intermediate;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Susceptible;nalidixic acid=Susceptible;nitrofurantoin=Resistant;piperacillin-tazobactam=Susceptible;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Resistant	aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaLAP;blaSHV;blaTEM;dfrA1;emrD;fosA;oqxA;oqxB19;qnrS1;sul1;sul2;tet(A)	15
GCA_019928305.1	2016	USA	urine	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Susceptible;aztreonam=Susceptible;cefazolin=Susceptible;cefepime=Susceptible;cefotaxime=Susceptible;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Susceptible;ceftazidime=Susceptible;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Susceptible;cefuroxime=Susceptible;cephalothin=Susceptible;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Susceptible;nalidixic acid=Susceptible;nitrofurantoin=Resistant;piperacillin-tazobactam=Susceptible;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	blaSHV;dfrA50;emrD;fosA;oqxA;oqxB19	6
GCA_019928345.1	2003	Germany	wound	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Intermediate;aztreonam=Resistant;cefazolin=Resistant;cefepime=Susceptible;cefotaxime=Resistant;cefotetan=Susceptible;cefoxitin=Susceptible;cefpodoxime=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Susceptible;ceftriaxone=Resistant;cefuroxime=Resistant;cephalothin=Resistant;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Resistant;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;moxifloxacin=Susceptible;nalidixic acid=Susceptible;nitrofurantoin=Intermediate;piperacillin-tazobactam=Susceptible;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	aac(3)-IId;aac(6')-Ib;aadA1;aph(3'')-Ib;aph(6)-Id;blaOXA;blaSHV;blaTEM;dfrA14;emrD;fosA;oqxA10;oqxB5;qnrB9;sul2	15
